0|name_eng|1|city_eng|2|country_eng|3|latitude|4|longitude|5|runway_elevation
Warangal|Warangal|Warangal|Warangal|India|India|17.914442|17.914442|79.602219|79.602219|285|285
Walgett|Walgett|Walgett|Walgett|Australia|Australia|-30.032778|-30.032778|148.125833|148.125833|134|134
Off Line Point|Off Line Point|Manama|Manama|Lesotho|Lesotho|58.883|58.883|-113.867|-113.867||
Waitangi|Waitangi|Waitangi|Waitangi|New Zealand|New Zealand|-35.266|-35.266|174.079|174.079|0|0
Municipal|Municipal|Winchester|Winchester|United States|United States|39.143528|39.143528|-78.144444|-78.144444|221|221
Waingapu|Waingapu|Waingapu|Waingapu|Indonesia|Indonesia|-9.669217|-9.669217|120.302006|120.302006|10|10
Wangaratta|Wangaratta|Wangaratta|Wangaratta|Australia|Australia|-36.415833|-36.415833|146.306944|146.306944|154|154
Wagau|Wagau|Wagau|Wagau|Papua New Guinea|Papua New Guinea|-6.833|-6.833|146.800|146.800||
Wagny|Wagny|Wagny|Wagny|Gabon|Gabon|-0.600|-0.600|12.250|12.250|450|450
Off Line Point|Off Line Point|Manly|Manly|Australia|Australia|-25.566666666667|-25.566666666667|146.83333333333|146.83333333333||
SPB|SPB|Hyder|Hyder|United States|United States|55.903320|55.903320|-130.006702|-130.006702|0|0
Wadi Halfa|Wadi Halfa|Wadi Halfa|Wadi Halfa|Sudan|Sudan|21.803889|21.803889|31.524722|31.524722|293|293
Hiltons Har H|Hiltons Har H|Boulder|Boulder|Australia|Australia|-30.783333333333|-30.783333333333|121.48333333333|121.48333333333||
Whakatane|Whakatane|Whakatane|Whakatane|New Zealand|New Zealand|-37.920556|-37.920556|176.914167|176.914167|6|6
Welshpool|Welshpool|Welshpool|Welshpool|Australia|Australia|-38.683|-38.683|146.450|146.450||
Franz Josef|Franz Josef|Franz Josef|Franz Josef|New Zealand|New Zealand|-43.363056|-43.363056|170.134444|170.134444|137|137
Whiteman|Whiteman|Los Angeles|Los Angeles|United States|United States|34.259325|34.259325|-118.413433|-118.413433|306|306
Whalsay|Whalsay|Whalsay|Whalsay|United Kingdom|United Kingdom|60.376389|60.376389|-0.927222|-0.927222|30|30
Wharton|Wharton|Wharton|Wharton|United States|United States|29.254278|29.254278|-96.154389|-96.154389|30|30
Wuhu|Wuhu|Wuhu|Wuhu|Democratic Republic Of Congo|Democratic Republic Of Congo|31.390556|31.390556|118.409444|118.409444||
Wick|Wick|Wick|Wick|United Kingdom|United Kingdom|58.458889|58.458889|-3.093056|-3.093056|38|38
Wildenrath|Wildenrath|Wildenrath|Wildenrath|Germany|Germany|51.117|51.117|6.217|6.217|89|89
Air Base|Air Base|Wiesbaden|Wiesbaden|Germany|Germany|50.049819|50.049819|8.325397|8.325397|141|141
Surfdale|Surfdale|Surfdale|Surfdale|New Zealand|New Zealand|-36.808333|-36.808333|175.085278|175.085278|0|0
Wilson|Wilson|Nairobi|Nairobi|Kenya|Kenya|-1.321719|-1.321719|36.814833|36.814833|1690|1690
Winton|Winton|Winton|Winton|Australia|Australia|-22.363611|-22.363611|143.085556|143.085556|194|194
Wilcannia|Wilcannia|Wilcannia|Wilcannia|Australia|Australia|-31.526389|-31.526389|143.374722|143.374722|76|76
Wairoa|Wairoa|Wairoa|Wairoa|New Zealand|New Zealand|-39.006944|-39.006944|177.406667|177.406667|13|13
Wittenoom|Wittenoom|Wittenoom|Wittenoom|Australia|Australia|-22.225833|-22.225833|118.354444|118.354444|444|444
Witu|Witu|Witu|Witu|Papua New Guinea|Papua New Guinea|-4.683|-4.683|149.450|149.450|8|8
Woja|Woja|Woja|Woja|Marshall Islands|Marshall Islands|7.083|7.083|171.133|171.133||
William J Fox|William J Fox|Lancaster|Lancaster|United States|United States|34.741056|34.741056|-118.218639|-118.218639|717|717
Wajir|Wajir|Wajir|Wajir|Kenya|Kenya|1.733239|1.733239|40.091606|40.091606|235|235
WonJu|WonJu|WonJu|WonJu|Korea (South)|Korea (South)|37.438081|37.438081|127.960383|127.960383|100|100
Wanaka|Wanaka|Wanaka|Wanaka|New Zealand|New Zealand|-44.722222|-44.722222|169.245556|169.245556|348|348
Warracknabeal|Warracknabeal|Warracknabeal|Warracknabeal|Australia|Australia|-36.321111|-36.321111|142.419444|142.419444|121|121
Waterkloof AFB|Waterkloof AFB|Waterkloof|Waterkloof|South Africa|South Africa|-25.83|-25.83|28.2225|28.2225|1506|1506
Hwange|Hwange|Hwange|Hwange|Zimbabwe|Zimbabwe|-18.362494|-18.362494|26.516666|26.516666|762|762
Hokkaido|Hokkaido|Wakkanai|Wakkanai|Japan|Japan|45.404167|45.404167|141.800833|141.800833|9|9
Aleknagik|Aleknagik|Aleknagik|Aleknagik|United States|United States|59.282562|59.282562|-158.617673|-158.617673|20|20
Waikoloa Airport|Waikoloa Airport|Waikoloa|Waikoloa|United States|United States|19.913616|19.913616|-155.863884|-155.863884|33|33
Wakunai|Wakunai|Wakunai|Wakunai|Papua New Guinea|Papua New Guinea|-5.850|-5.850|155.217|155.217|3|3
Wallal|Wallal|Wallal|Wallal|Australia|Australia|-19.774167|-19.774167|120.649722|120.649722|2|2
Labouchere Bay|Labouchere Bay|Labouchere Bay|Labouchere Bay|United States|United States|56.283|56.283|-133.650|-133.650||
Walcha|Walcha|Walcha|Walcha|Australia|Australia|-31.007778|-31.007778|151.551111|151.551111|1141|1141
Arkansas City|Arkansas City|Winfield|Winfield|United States|United States|37.168611|37.168611|-97.037528|-97.037528|354|354
Wellington International|Wellington International|Wellington|Wellington|New Zealand|New Zealand|-41.327222|-41.327222|174.805278|174.805278|12|12
Walaha|Walaha|Walaha|Walaha|Vanuatu|Vanuatu|-15.412|-15.412|167.691|167.691|46|46
Selawik|Selawik|Selawik|Selawik|United States|United States|66.600139|66.600139|-159.985750|-159.985750|5|5
Wollogorang|Wollogorang|Wollogorang|Wollogorang|Australia|Australia|-17.219722|-17.219722|137.934167|137.934167|59|59
Waltham|Waltham|Waltham|Waltham|United States|United States|42.397873|42.397873|-71.257834|-71.257834|82|82
Little Naukati|Little Naukati|Little Naukati|Little Naukati|United States|United States|55.866666666667|55.866666666667|-133.21666666667|-133.21666666667||
Waterloo|Waterloo|Waterloo|Waterloo|Australia|Australia|-16.630278|-16.630278|129.321666|129.321666|132|132
Loring|Loring|Loring|Loring|United States|United States|55.601306|55.601306|-131.636683|-131.636683|0|0
Wallis Island|Wallis Island|Wallis Island|Wallis Island|Wallis and Futuna Islands|Wallis and Futuna Islands|-13.238333|-13.238333|-176.198889|-176.198889|23|23
Glenn County|Glenn County|Willows|Willows|United States|United States|39.515750|39.515750|-122.217278|-122.217278|43|43
Mandritsara|Mandritsara|Mandritsara|Mandritsara|Madagascar|Madagascar|-15.833|-15.833|48.833|48.833|307|307
Warrnambool|Warrnambool|Warrnambool|Warrnambool|Australia|Australia|-38.295278|-38.295278|142.446667|142.446667|74|74
Winnemucca|Winnemucca|Winnemucca|Winnemucca|United States|United States|40.896611|40.896611|-117.805889|-117.805889|1313|1313
Mandabe|Mandabe|Mandabe|Mandabe|Madagascar|Madagascar|-21.033|-21.033|44.950|44.950|290|290
Mount Keith|Mount Keith|Mount Keith|Mount Keith|Australia|Australia|-27.286389|-27.286389|120.554722|120.554722|546|546
Mountain Home|Mountain Home|Mountain Home|Mountain Home|United States|United States|36.368942|36.368942|-92.470528|-92.470528|283|283
SPB|SPB|Meyers Chuck|Meyers Chuck|United States|United States|55.739636|55.739636|-132.255018|-132.255018|0|0
Malaimbandy|Malaimbandy|Malaimbandy|Malaimbandy|Madagascar|Madagascar|-20.350|-20.350|45.550|45.550|182|182
Maroantsetra|Maroantsetra|Maroantsetra|Maroantsetra|Madagascar|Madagascar|-15.436666|-15.436666|49.688332|49.688332|4|4
White Mountain|White Mountain|White Mountain|White Mountain|United States|United States|64.689194|64.689194|-163.412750|-163.412750|81|81
Mampikony|Mampikony|Mampikony|Mampikony|Madagascar|Madagascar|-16.049|-16.049|47.622|47.622||
Mananara|Mananara|Mananara|Mananara|Madagascar|Madagascar|-16.163900|-16.163900|49.773753|49.773753|3|3
Madirovalo|Madirovalo|Madirovalo|Madirovalo|Madagascar|Madagascar|-16.450|-16.450|46.550|46.550|82|82
Wamena|Wamena|Wamena|Wamena|Indonesia|Indonesia|-4.102511|-4.102511|138.957372|138.957372|1550|1550
Napakiak SPB|Napakiak SPB|Napakiak|Napakiak|United States|United States|60.690333|60.690333|-161.978500|-161.978500|5|5
Nichen Cove SPB|Nichen Cove SPB|Tuxekan Island|Tuxekan Island|United States|United States|55.849643|55.849643|-133.227826|-133.227826|0|0
Windarra|Windarra|Windarra|Windarra|Australia|Australia|-28.479999|-28.479999|122.244167|122.244167|503|503
Wora Na Ye|Wora Na Ye|Wora Na Ye|Wora Na Ye|Gabon|Gabon|-1.783|-1.783|9.550|9.550|40|40
Wunnummin Lake|Wunnummin Lake|Wunnummin Lake|Wunnummin Lake|Canada|Canada|52.894436|52.894436|-89.288887|-89.288887|250|250
Naga|Naga|Naga|Naga|Philippines|Philippines|13.584886|13.584886|123.270239|123.270239|43|43
Windorah|Windorah|Windorah|Windorah|Australia|Australia|-25.413056|-25.413056|142.667222|142.667222|138|138
Nawabshah|Nawabshah|Nawabshah|Nawabshah|Pakistan|Pakistan|26.219442|26.219442|68.390053|68.390053|29|29
Wanuma|Wanuma|Wanuma|Wanuma|Papua New Guinea|Papua New Guinea|-4.883|-4.883|145.317|145.317|671|671
Wenzhou|Wenzhou|Wenzhou|Wenzhou|China|China|27.912222|27.912222|120.851944|120.851944||
Wonenara|Wonenara|Wonenara|Wonenara|Papua New Guinea|Papua New Guinea|-6.783|-6.783|145.883|145.883|1554|1554
Woodbridge RAF|Woodbridge RAF|Suttonheath|Suttonheath|United Kingdom|United Kingdom|51.55|51.55|-0.71666666666667|-0.71666666666667||
Wood River|Wood River|Wood River|Wood River|United States|United States|59.067|59.067|-157.433|-157.433||
Woensdrecht|Woensdrecht|Woensdrecht|Woensdrecht|Netherlands|Netherlands|51.449166666667|51.449166666667|4.3419444444444|4.3419444444444||
Woodgreen|Woodgreen|Woodgreen|Woodgreen|Australia|Australia|-22.500|-22.500|134.250|134.250||
Wologissi|Wologissi|Wologissi|Wologissi|Liberia|Liberia|8.167|8.167|-9.950|-9.950|550|550
Wonken|Wonken|Wonken|Wonken|Venezuela|Venezuela|4.550|4.550|-61.133|-61.133|869|869
Wollongong|Wollongong|Wollongong|Wollongong|Australia|Australia|-34.561111|-34.561111|150.788611|150.788611|9|9
Wondoola|Wondoola|Wondoola|Wondoola|Australia|Australia|-18.573|-18.573|140.894|140.894|58|58
Woodchopper|Woodchopper|Woodchopper|Woodchopper|United States|United States|65.3|65.3|-143.48333333333|-143.48333333333|290|290
Moramba|Moramba|Ankorefo|Ankorefo|Madagascar|Madagascar|-12.433333333333|-12.433333333333|49.1|49.1||
Wonan|Wonan|Wonan|Wonan|Taiwan|Taiwan|23.370833|23.370833|119.494444|119.494444|35|35
Willow|Willow|Willow|Willow|United States|United States|61.754189|61.754189|-150.051739|-150.051739|67|67
Puerto Aisen|Puerto Aisen|Puerto Aisen|Puerto Aisen|Chile|Chile|-45.417|-45.417|-72.700|-72.700|9|9
Port Berge|Port Berge|Port Berge|Port Berge|Madagascar|Madagascar|-15.583|-15.583|47.617|47.617|65|65
Pincher Creek|Pincher Creek|Pincher Creek|Pincher Creek|Canada|Canada|49.520556|49.520556|-113.997222|-113.997222|1190|1190
Wrotham Park|Wrotham Park|Wrotham Park|Wrotham Park|Australia|Australia|-16.658|-16.658|144.001|144.001|152|152
Powell Lake|Powell Lake|Powell Lake|Powell Lake|Canada|Canada|49.883|49.883|-124.533|-124.533|56|56
Wipim|Wipim|Wipim|Wipim|Papua New Guinea|Papua New Guinea|-8.783|-8.783|142.867|142.867|30|30
North Fork Valley|North Fork Valley|Paonia|Paonia|United States|United States|38.831306|38.831306|-107.645861|-107.645861|1767|1767
Porvenir|Porvenir|Porvenir|Porvenir|Chile|Chile|-53.253700|-53.253700|-70.319228|-70.319228|32|32
Puerto Williams|Puerto Williams|Puerto Williams|Puerto Williams|Chile|Chile|-54.931072|-54.931072|-67.626261|-67.626261|27|27
Warder|Warder|Warder|Warder|Ethiopia|Ethiopia|6.967|6.967|45.333|45.333||
Robins AFB|Robins AFB|Macon|Macon|United States|United States|32.640143|32.640143|-83.591849|-83.591849|90|90
Whangarei|Whangarei|Whangarei|Whangarei|New Zealand|New Zealand|-35.768333|-35.768333|174.364999|174.364999|41|41
Wrangell SPB|Wrangell SPB|Wrangell|Wrangell|United States|United States|56.484333|56.484333|-132.369833|-132.369833|15|15
Wrench Creek|Wrench Creek|Wrench Creek|Wrench Creek|United States|United States|68.250|68.250|-162.283|-162.283||
Mc Guire Afb|Mc Guire Afb|Wrightstown, New Jersey|Wrightstown, New Jersey|United States|United States|40.015582|40.015582|-74.591708|-74.591708|40|40
Worland|Worland|Worland, WY|Worland, WY|United States|United States|43.965713|43.965713|-107.950831|-107.950831|1288|1288
Copernicus Airport|Copernicus Airport|Wroclaw|Wroclaw|Poland|Poland|51.102683|51.102683|16.885836|16.885836|123|123
Warrawagine|Warrawagine|Warrawagine|Warrawagine|Australia|Australia|-20.842778|-20.842778|120.703056|120.703056|37|37
Westray|Westray|Westray|Westray|United Kingdom|United Kingdom|59.350|59.350|-2.933|-2.933|9|9
Wirawila|Wirawila|Wirawila|Wirawila|Sri Lanka|Sri Lanka|6.254494|6.254494|81.235189|81.235189|15|15
Wasua|Wasua|Wasua|Wasua|Papua New Guinea|Papua New Guinea|-8.283|-8.283|142.867|142.867|6|6
SPB|SPB|Steamboat Bay|Steamboat Bay|United States|United States|55.529639|55.529639|-133.641697|-133.641697|0|0
Condron AAF|Condron AAF|White Sands|White Sands|United States|United States|32.341482|32.341482|-106.402768|-106.402768|1199|1199
Sarichef|Sarichef|Sarichef|Sarichef|Algeria|Algeria|31.1|31.1|-1.3833333333333|-1.3833333333333||
County|County|Washington|Washington|United States|United States|40.136488|40.136488|-80.290201|-80.290201|361|361
Brookhaven|Brookhaven|Shirley|Shirley|United States|United States|40.821944|40.821944|-72.866917|-72.866917|25|25
San Juan SPB|San Juan SPB|San Juan|San Juan|United States|United States|57.730374|57.730374|-153.320597|-153.320597|0|0
Wiseman|Wiseman|Wiseman|Wiseman|United States|United States|67.404573|67.404573|-150.122742|-150.122742|360|360
South Naknek|South Naknek|South Naknek|South Naknek|United States|United States|58.702083|58.702083|-157.002583|-157.002583|49|49
Washabo|Washabo|Washabo|Washabo|Suriname|Suriname|5.200|5.200|-57.183|-57.183|44|44
Waspam|Waspam|Waspam|Waspam|Nicaragua|Nicaragua|14.733|14.733|-83.967|-83.967|28|28
Wasior|Wasior|Wasior|Wasior|Indonesia|Indonesia|-2.717|-2.717|134.483|134.483|15|15
Westerly State|Westerly State|Westerly|Westerly|United States|United States|41.349617|41.349617|-71.803378|-71.803378|25|25
Wasu|Wasu|Wasu|Wasu|Papua New Guinea|Papua New Guinea|-5.967|-5.967|147.200|147.200|8|8
Westsound|Westsound|Westsound|Westsound|United States|United States|48.617880|48.617880|-122.952682|-122.952682|0|0
Whitsunday Airstrip|Whitsunday Airstrip|Airlie Beach|Airlie Beach|Australia|Australia|-20.276111|-20.276111|148.755000|148.755000|18|18
Westport|Westport|Westport|Westport|New Zealand|New Zealand|-41.738056|-41.738056|171.580833|171.580833|4|4
Tambohorano|Tambohorano|Tambohorano|Tambohorano|Madagascar|Madagascar|-17.476111|-17.476111|43.972778|43.972778|7|7
World Trade Center|World Trade Center|New York|New York|United States|United States|40.666666666667|40.666666666667|-74.016666666667|-74.016666666667||
West End|West End|West End|West End|Bahamas|Bahamas|26.685278|26.685278|-78.975000|-78.975000|2|2
Wotje Island|Wotje Island|Wotje Island|Wotje Island|Marshall Islands|Marshall Islands|9.466667|9.466667|170.233333|170.233333|1|1
Noatak|Noatak|Noatak|Noatak|United States|United States|67.561072|67.561072|-162.980353|-162.980353|27|27
Tuntutuliak|Tuntutuliak|Tuntutuliak|Tuntutuliak|United States|United States|60.335346|60.335346|-162.667009|-162.667009|5|5
RAF Station|RAF Station|Waddington|Waddington|United Kingdom|United Kingdom|53.166666666667|53.166666666667|-0.53333333333333|-0.53333333333333||
Wotho Island|Wotho Island|Wotho Island|Wotho Island|Marshall Islands|Marshall Islands|10.173333|10.173333|166.002778|166.002778||
Woitape|Woitape|Woitape|Woitape|Papua New Guinea|Papua New Guinea|-8.533|-8.533|147.250|147.250|1494|1494
White River|White River|White River|White River|United States|United States|33.810608|33.810608|-109.985744|-109.985744|1571|1571
Tsiroanomandidy|Tsiroanomandidy|Tsiroanomandidy|Tsiroanomandidy|Madagascar|Madagascar|-18.750|-18.750|46.050|46.050|846|846
Wantoat|Wantoat|Wantoat|Wantoat|Papua New Guinea|Papua New Guinea|-6.117|-6.117|146.467|146.467|1158|1158
Whitianga|Whitianga|Whitianga|Whitianga|New Zealand|New Zealand|-36.831667|-36.831667|175.678611|175.678611|4|4
Wu Hai|Wu Hai|Wu Hai|Wu Hai|China|China|39.794444|39.794444|106.799444|106.799444||
Wudinna|Wudinna|Wudinna|Wudinna|Australia|Australia|-33.043332|-33.043332|135.447222|135.447222|94|94
Wau|Wau|Wau|Wau|Papua New Guinea|Papua New Guinea|-7.333|-7.333|146.717|146.717|1059|1059
Tianhe International|Tianhe International|Wuhan|Wuhan|China|China|30.783758|30.783758|114.208100|114.208100|34|34
Off Line Point|Off Line Point|Hammersmith|Hammersmith|United Kingdom|United Kingdom|52.95|52.95|-2.8333333333333|-2.8333333333333||
Wasum|Wasum|Wasum|Wasum|Papua New Guinea|Papua New Guinea|0|0|0|0||
Wiluna|Wiluna|Wiluna|Wiluna|Australia|Australia|-26.629167|-26.629167|120.220556|120.220556|503|503
Wuyishan|Wuyishan|Wuyishan|Wuyishan|China|China|27.701944|27.701944|118.001389|118.001389|187|187
Wau|Wau|Wau|Wau|Sudan|Sudan|7.725556|7.725556|27.979167|27.979167|433|433
Wuvulu Is|Wuvulu Is|Wuvulu Is|Wuvulu Is|Papua New Guinea|Papua New Guinea|-1.717|-1.717|142.850|142.850|1|1
Wuxi|Wuxi|Wuxi|Wuxi|China|China|31.494444|31.494444|120.429444|120.429444||
Changzhoudao|Changzhoudao|Wuzhou|Wuzhou|China|China|23.456667|23.456667|111.248056|111.248056|27|27
Rooikop|Rooikop|Walvis Bay|Walvis Bay|Namibia|Namibia|-22.979889|-22.979889|14.645331|14.645331|91|91
Watsonville|Watsonville|Watsonville|Watsonville|United States|United States|36.935722|36.935722|-121.789639|-121.789639|50|50
Manakara|Manakara|Manakara|Manakara|Madagascar|Madagascar|-22.119722|-22.119722|48.021667|48.021667|10|10
Robert Lafleur|Robert Lafleur|Waterville|Waterville|United States|United States|44.533250|44.533250|-69.675528|-69.675528|101|101
Wilhelmshaven|Wilhelmshaven|Wilhelmshaven|Wilhelmshaven|Germany|Germany|53.503008|53.503008|8.052828|8.052828|6|6
Wasilla|Wasilla|Wasilla|Wasilla|United States|United States|61.571986|61.571986|-149.539553|-149.539553|108|108
Cape May County|Cape May County|Wildwood|Wildwood|United States|United States|39.008507|39.008507|-74.908274|-74.908274|7|7
Al Koude|Al Koude|Al Koude|Al Koude|Sudan|Sudan|16.233333333333|16.233333333333|32.604166666667|32.604166666667||
Woodie Woodie|Woodie Woodie|Woodie Woodie|Woodie Woodie|Australia|Australia|-21.662778|-21.662778|121.234444|121.234444||
Boram|Boram|Wewak|Wewak|Papua New Guinea|Papua New Guinea|-3.583828|-3.583828|143.669186|143.669186|6|6
Whale Pass|Whale Pass|Whale Pass|Whale Pass|United States|United States|56.116311|56.116311|-133.121715|-133.121715|0|0
West Woodward|West Woodward|Woodward|Woodward|United States|United States|36.438000|36.438000|-99.522667|-99.522667|667|667
USAF Heliport|USAF Heliport|Wildwood|Wildwood|United Kingdom|United Kingdom|53.616666666667|53.616666666667|-1.25|-1.25||
Newtok|Newtok|Newtok|Newtok|United States|United States|60.939139|60.939139|-164.641250|-164.641250|8|8
West Wyalong|West Wyalong|West Wyalong|West Wyalong|Australia|Australia|-33.937222|-33.937222|147.191389|147.191389|262|262
Weathersfield Raf|Weathersfield Raf|Braintree|Braintree|United Kingdom|United Kingdom|51.971944|51.971944|0.509444|0.509444|98|98
Wanxian|Wanxian|Wanxian|Wanxian|China|China|30.836111|30.836111|108.405556|108.405556||
Whyalla|Whyalla|Whyalla|Whyalla|Australia|Australia|-33.058889|-33.058889|137.514444|137.514444|12|12
SPB|SPB|Yes Bay|Yes Bay|United States|United States|55.916301|55.916301|-131.801133|-131.801133|0|0
Yengema|Yengema|Yengema|Yengema|Sierra Leone|Sierra Leone|8.610467|8.610467|-11.045444|-11.045444|396|396
Wyndham|Wyndham|Wyndham|Wyndham|Australia|Australia|-15.511389|-15.511389|128.153055|128.153055|4|4
Yellowstone|Yellowstone|West Yellowstone|West Yellowstone|United States|United States|44.688389|44.688389|-111.117639|-111.117639|2027|2027
Paradise Island Seaplane Base|Paradise Island Seaplane Base|Nassau|Nassau|Bahamas|Bahamas|25.087222222222|25.087222222222|-77.323888888889|-77.323888888889||
Alamos|Alamos|Alamos|Alamos|Mexico|Mexico|27.035661|27.035661|-108.948286|-108.948286|400|400
Aeroporto Municipal Chapeco|Aeroporto Municipal Chapeco|Chapeco|Chapeco|Brazil|Brazil|-27.134219|-27.134219|-52.656553|-52.656553|654|654
Aribinda|Aribinda|Aribinda|Aribinda|Burkina Faso|Burkina Faso|14.217|14.217|-0.883|-0.883|342|342
Saul|Saul|Saul|Saul|French Guiana|French Guiana|3.613611|3.613611|-53.204167|-53.204167|200|200
Xayabury|Xayabury|Xayabury|Xayabury|Laos|Laos|18.667|18.667|104.717|104.717||
Blubber Bay|Blubber Bay|Blubber Bay|Blubber Bay|Canada|Canada|49.800|49.800|-124.633|-124.633||
Bearskin Lake|Bearskin Lake|Bearskin Lake|Bearskin Lake|Canada|Canada|53.966389|53.966389|-91.026389|-91.026389|252|252
Bogande|Bogande|Bogande|Bogande|Burkina Faso|Burkina Faso|12.983|12.983|-0.167|-0.167|300|300
Birjand|Birjand|Birjand|Birjand|Iran|Iran|32.898055|32.898055|59.266111|59.266111|1509|1509
Buno Bedelle|Buno Bedelle|Buno Bedelle|Buno Bedelle|Ethiopia|Ethiopia|8.456|8.456|36.352|36.352|1999|1999
Biniguni|Biniguni|Biniguni|Biniguni|Papua New Guinea|Papua New Guinea|-9.633|-9.633|149.300|149.300|61|61
Boulsa|Boulsa|Boulsa|Boulsa|Burkina Faso|Burkina Faso|12.658056|12.658056|-0.568333|-0.568333|300|300
Brockville|Brockville|Brockville|Brockville|Canada|Canada|44.639444|44.639444|-75.750278|-75.750278|123|123
Killineq|Killineq|Killineq|Killineq|Canada|Canada|42.650|42.650|-80.817|-80.817||
Christmas Island|Christmas Island|Christmas Island|Christmas Island|Christmas Island|Christmas Island|-10.450556|-10.450556|105.690278|105.690278|279|279
Cluff Lake|Cluff Lake|Cluff Lake|Cluff Lake|Canada|Canada|58.391106|58.391106|-109.516388|-109.516388|339|339
Chatham|Chatham|Chatham|Chatham|Canada|Canada|42.306389|42.306389|-82.081944|-82.081944|198|198
Coron Airport|Coron Airport|Coron|Coron|Philippines|Philippines|12.000|12.000|120.200|120.200||
Colac|Colac|Colac|Colac|Australia|Australia|-38.286389|-38.286389|143.679722|143.679722|137|137
Vatry International|Vatry International|Chalons Sur Marne|Chalons Sur Marne|France|France|48.773333|48.773333|4.206111|4.206111|179|179
Lille Europe Rail Svc|Lille Europe Rail Svc|Lille|Lille|France|France|50.633333333333|50.633333333333|3.0666666666667|3.0666666666667||
Diebougou|Diebougou|Diebougou|Diebougou|Burkina Faso|Burkina Faso|10.950|10.950|-3.250|-3.250|300|300
Djibo|Djibo|Djibo|Djibo|Burkina Faso|Burkina Faso|14.100|14.100|-1.633|-1.633|305|305
C.de G. /TGV Rail Svc|C.de G. /TGV Rail Svc|Paris|Paris|France|France|0|0|0|0||
Pr. George Rail Stn|Pr. George Rail Stn|Prince George|Prince George|United Kingdom|United Kingdom|53.919167|53.919167|-122.744167|-122.744167||
Pr. Rupert Rail Stn|Pr. Rupert Rail Stn|Prince Rupert|Prince Rupert|United Kingdom|United Kingdom|54.295|54.295|-130.354|-130.354||
Sudbury Jct Rail Stn|Sudbury Jct Rail Stn|Sudbury|Sudbury|Canada|Canada|46.487222|46.487222|-80.991944|-80.991944||
Vancouver Rail Stn.|Vancouver Rail Stn.|Vancouver|Vancouver|France|France|49.273611|49.273611|-123.097500|-123.097500||
Xingcheng|Xingcheng|Xingcheng|Xingcheng|China|China|40.579167|40.579167|120.698333|120.698333||
Harbour|Harbour|Oqatsut|Oqatsut|Greenland|Greenland|0|0|0|0||
Harbour|Harbour|Tasiuasaq|Tasiuasaq|Greenland|Greenland|0|0|0|0||
Municipal|Municipal|Lake Geneva|Lake Geneva|United States|United States|42.614917|42.614917|-88.389583|-88.389583|255|255
Aerogare|Aerogare|Paris|Paris|France|France|0|0|0|0||
Lille Flanders Rail Sv|Lille Flanders Rail Sv|Lille|Lille|France|France|50.633333333333|50.633333333333|3.0666666666667|3.0666666666667||
Xiangfan|Xiangfan|Xiangfan|Xiangfan|China|China|32.150556|32.150556|112.290833|112.290833||
Finkenwerder|Finkenwerder|Hamburg|Hamburg|Germany|Germany|53.535886|53.535886|9.837025|9.837025|7|7
Sainte-Foy Rail Svce.|Sainte-Foy Rail Svce.|Quebec|Quebec|Canada|Canada|46.754167|46.754167|-71.297500|-71.297500||
Charny|Charny|Quebec|Quebec|Canada|Canada|46.8|46.8|-71.25|-71.25||
Gaoua|Gaoua|Gaoua|Gaoua|Burkina Faso|Burkina Faso|10.299167|10.299167|-3.250833|-3.250833|278|278
Gare Montparnasse|Gare Montparnasse|Paris|Paris|France|France|0|0|0|0||
Gorom-Gorom|Gorom-Gorom|Gorom-Gorom|Gorom-Gorom|Burkina Faso|Burkina Faso|14.450|14.450|-0.233|-0.233|285|285
Granville Lake|Granville Lake|Granville Lake|Granville Lake|Canada|Canada|56.300|56.300|-100.500|-100.500||
Xangongo|Xangongo|Xangongo|Xangongo|Angola|Angola|-16.755417|-16.755417|14.965344|14.965344|1108|1108
Kangiqsualujjuaq|Kangiqsualujjuaq|Kangiqsualujjuaq|Kangiqsualujjuaq|Canada|Canada|58.711389|58.711389|-65.993611|-65.993611|60|60
Guillemins, Raiway Stn|Guillemins, Raiway Stn|Liege|Liege|Belgium|Belgium|50.633333333333|50.633333333333|5.5666666666667|5.5666666666667||
Adelaide Keswick Rail|Adelaide Keswick Rail|Adelaide|Adelaide|Australia|Australia|-33.1375|-33.1375|136.30305555556|136.30305555556||
Xichang|Xichang|Xichang|Xichang|China|China|27.989083|27.989083|102.184361|102.184361|1558|1558
Xienglom|Xienglom|Xienglom|Xienglom|Laos|Laos|19.650|19.650|100.833|100.833|625|625
Municipal|Municipal|Xinguara|Xinguara|Ethiopia|Ethiopia|-6.967|-6.967|-48.800|-48.800||
Khan Al Baghdadi|Khan Al Baghdadi|Khan Al Baghdadi|Khan Al Baghdadi|Iraq|Iraq|33.8525|33.8525|42.5475|42.5475||
Ahmed Al Jaber|Ahmed Al Jaber|Ahmed Al Jaber|Ahmed Al Jaber|Kuwait|Kuwait|29.076944444444|29.076944444444|48.083888888889|48.083888888889||
Central Station|Central Station|Milan|Milan|Italy|Italy|45.5|45.5|9.5|9.5||
Xilinhot|Xilinhot|Xilinhot|Xilinhot|China|China|43.915556|43.915556|115.963889|115.963889||
Xingning|Xingning|Xingning|Xingning|China|China|24.149167|24.149167|115.757778|115.757778||
Harbour|Harbour|Ilimanaq|Ilimanaq|Greenland|Greenland|69.083333333333|69.083333333333|-51.116666666667|-51.116666666667||
